CheckInID,MemberID,CheckInDate,CheckInHour,ClassAttended,DurationMinutes
CI001982,M0117,2025-04-06,10,Gym Floor,57
CI001983,M0117,2025-08-13,9,Zumba,58
CI001984,M0117,2025-08-05,17,Gym Floor,67
CI001985,M0117,2025-05-23,18,Yoga,42
CI001986,M0117,2025-08-09,8,Pilates,58
CI001987,M0117,2025-07-08,18,Gym Floor,46
CI001988,M0117,2025-07-16,6,Yoga,49
CI001989,M0117,2025-05-07,17,HIIT,77
CI001990,M0117,2025-03-09,8,CrossFit,50
CI001991,M0117,2025-07-23,18,Gym Floor,73
CI001992,M0117,2025-07-01,12,Gym Floor,71
CI001993,M0117,2025-03-16,17,Cardio,73
CI001994,M0117,2025-04-23,8,Pilates,51
CI001995,M0117,2025-08-25,6,CrossFit,31
CI001996,M0117,2025-03-31,8,Gym Floor,48
CI001997,M0117,2025-04-12,18,Gym Floor,51
CI001998,M0118,2025-04-01,7,Gym Floor,58
CI001999,M0118,2025-08-01,19,Gym Floor,36
CI002000,M0118,2025-07-04,19,Gym Floor,60
CI002001,M0118,2025-06-29,17,Pilates,66
CI002002,M0118,2025-07-19,11,Pilates,70
CI002003,M0118,2025-08-09,16,CrossFit,44
CI002004,M0118,2025-07-03,19,CrossFit,58
CI002005,M0119,2025-04-11,7,CrossFit,68
CI002006,M0119,2025-06-20,17,Gym Floor,61
CI002007,M0119,2025-03-04,7,Pilates,20
CI002008,M0119,2025-07-06,18,Yoga,57
CI002009,M0119,2025-05-01,7,Yoga,73
CI002010,M0119,2025-06-20,18,Strength Training,54
CI002011,M0119,2025-05-28,20,HIIT,54
CI002012,M0119,2025-04-10,17,Gym Floor,43
CI002013,M0119,2025-05-18,18,Gym Floor,35
CI002014,M0119,2025-05-12,6,CrossFit,40
CI002015,M0119,2025-08-19,17,Strength Training,38
CI002016,M0119,2025-06-08,16,Gym Floor,43
CI002017,M0119,2025-05-30,19,Gym Floor,48
CI002018,M0119,2025-06-09,11,Gym Floor,67
CI002019,M0119,2025-05-07,19,Gym Floor,77
CI002020,M0119,2025-04-05,18,Gym Floor,86
CI002021,M0119,2025-08-24,12,Gym Floor,78
CI002022,M0119,2025-05-03,16,Gym Floor,66
CI002023,M0119,2025-05-13,12,Strength Training,73
CI002024,M0119,2025-04-03,10,CrossFit,78
CI002025,M0121,2025-05-15,7,HIIT,80
CI002026,M0121,2025-03-12,21,Gym Floor,40
CI002027,M0121,2025-07-10,18,Cardio,77
CI002028,M0121,2025-04-08,19,Cardio,31
CI002029,M0121,2025-03-26,8,Yoga,56
CI002030,M0121,2025-05-08,19,Gym Floor,86
CI002031,M0121,2025-08-22,9,Gym Floor,72
CI002032,M0121,2025-06-25,18,HIIT,37
CI002033,M0121,2025-03-15,18,Gym Floor,55
CI002034,M0121,2025-07-14,16,Yoga,54
CI002035,M0121,2025-04-14,10,Gym Floor,51
CI002036,M0121,2025-04-04,18,Yoga,75
CI002037,M0121,2025-04-01,18,Gym Floor,51
CI002038,M0121,2025-08-01,8,Gym Floor,78
CI002039,M0121,2025-03-28,8,Spin,76
CI002040,M0121,2025-06-27,17,Yoga,49
CI002041,M0122,2025-04-04,8,Pilates,34
CI002042,M0122,2025-07-24,16,Gym Floor,31
CI002043,M0122,2025-08-09,12,Spin,56
CI002044,M0122,2025-06-25,7,Gym Floor,20
CI002045,M0122,2025-03-06,8,Gym Floor,59
CI002046,M0122,2025-05-04,21,Pilates,73
CI002047,M0122,2025-07-25,8,Zumba,90
CI002048,M0122,2025-04-10,12,Gym Floor,42
CI002049,M0122,2025-05-28,11,Gym Floor,36
CI002050,M0122,2025-06-13,7,HIIT,69
CI002051,M0122,2025-06-18,20,Gym Floor,44
CI002052,M0122,2025-04-13,8,Gym Floor,74
CI002053,M0122,2025-05-30,18,Gym Floor,56
CI002054,M0122,2025-06-06,20,Gym Floor,44
CI002055,M0122,2025-03-28,8,Strength Training,76
CI002056,M0122,2025-06-30,19,Strength Training,73
CI002057,M0122,2025-05-15,21,Yoga,26
CI002058,M0122,2025-04-08,8,Gym Floor,39
CI002059,M0122,2025-06-15,18,Gym Floor,49
CI002060,M0123,2025-06-23,19,Strength Training,20
CI002061,M0124,2025-08-12,7,Gym Floor,49
CI002062,M0124,2025-07-23,18,Gym Floor,68
CI002063,M0124,2025-07-28,19,CrossFit,85
CI002064,M0125,2025-06-28,11,Gym Floor,79
CI002065,M0125,2025-05-25,9,Zumba,28
CI002066,M0125,2025-08-31,8,Gym Floor,48
CI002067,M0126,2025-04-27,18,Gym Floor,71
CI002068,M0126,2025-07-01,17,HIIT,31
CI002069,M0126,2025-06-10,18,Zumba,81
CI002070,M0126,2025-05-17,9,HIIT,47
CI002071,M0126,2025-04-10,7,Zumba,71
CI002072,M0126,2025-06-01,6,Gym Floor,83
CI002073,M0126,2025-04-07,17,Pilates,48
CI002074,M0126,2025-07-21,19,Gym Floor,54
CI002075,M0126,2025-07-04,8,CrossFit,73
CI002076,M0126,2025-08-25,7,Cardio,39
CI002077,M0126,2025-04-02,7,Cardio,46
CI002078,M0126,2025-08-24,9,Gym Floor,49
CI002079,M0126,2025-08-01,12,HIIT,45
CI002080,M0126,2025-05-15,21,Strength Training,57
CI002081,M0126,2025-08-29,7,Gym Floor,71
CI002082,M0126,2025-03-16,12,Gym Floor,62
CI002083,M0127,2025-07-17,16,CrossFit,20
CI002084,M0127,2025-04-29,17,Gym Floor,52
CI002085,M0127,2025-05-19,16,Gym Floor,48
CI002086,M0127,2025-08-23,17,Gym Floor,67
CI002087,M0127,2025-03-29,18,Zumba,66
CI002088,M0127,2025-08-17,16,HIIT,29
CI002089,M0127,2025-07-29,6,Gym Floor,63
CI002090,M0127,2025-05-29,10,Gym Floor,77
CI002091,M0127,2025-03-09,19,Yoga,58
CI002092,M0127,2025-03-13,18,CrossFit,58
CI002093,M0127,2025-05-27,21,HIIT,52
CI002094,M0127,2025-06-21,18,HIIT,74
CI002095,M0127,2025-08-06,20,Zumba,80
CI002096,M0127,2025-07-17,16,Zumba,44
CI002097,M0127,2025-07-08,17,Yoga,68
CI002098,M0127,2025-04-28,7,Gym Floor,54
CI002099,M0128,2025-03-09,8,CrossFit,57
CI002100,M0128,2025-05-30,7,CrossFit,53
CI002101,M0128,2025-04-17,11,Spin,45
CI002102,M0128,2025-06-29,10,Strength Training,64
CI002103,M0129,2025-05-20,18,Cardio,50
CI002104,M0129,2025-07-30,19,Spin,36
CI002105,M0129,2025-08-12,18,Gym Floor,30
CI002106,M0129,2025-08-19,18,Gym Floor,80
CI002107,M0129,2025-06-04,9,Gym Floor,75
CI002108,M0129,2025-04-12,8,Gym Floor,68
CI002109,M0129,2025-07-07,7,Zumba,54
CI002110,M0129,2025-07-23,10,Zumba,49
CI002111,M0129,2025-04-09,6,Gym Floor,66
CI002112,M0129,2025-08-25,18,Gym Floor,20
CI002113,M0129,2025-03-27,8,CrossFit,80
CI002114,M0129,2025-04-03,20,CrossFit,60
CI002115,M0129,2025-08-29,9,Gym Floor,77
CI002116,M0129,2025-05-28,7,Gym Floor,49
CI002117,M0129,2025-04-28,6,Gym Floor,60
CI002118,M0129,2025-03-13,20,Gym Floor,37
CI002119,M0129,2025-07-20,21,Gym Floor,56
CI002120,M0129,2025-07-15,7,Spin,46
CI002121,M0129,2025-06-20,9,CrossFit,53
CI002122,M0129,2025-05-22,7,Gym Floor,70
CI002123,M0129,2025-06-26,19,Strength Training,39
CI002124,M0129,2025-08-05,11,Gym Floor,61
CI002125,M0129,2025-07-22,11,Gym Floor,53
CI002126,M0129,2025-06-18,8,Gym Floor,25
CI002127,M0129,2025-06-08,11,Cardio,89
CI002128,M0129,2025-04-11,7,CrossFit,66
CI002129,M0129,2025-05-27,18,Strength Training,54
CI002130,M0129,2025-03-07,12,HIIT,58
CI002131,M0129,2025-08-15,12,Yoga,47
CI002132,M0129,2025-04-24,9,Gym Floor,31
CI002133,M0129,2025-04-02,9,Cardio,24
CI002134,M0129,2025-03-10,19,Gym Floor,40
CI002135,M0129,2025-07-19,16,Strength Training,41
CI002136,M0129,2025-05-25,17,Pilates,95
CI002137,M0129,2025-04-07,16,Cardio,20
CI002138,M0129,2025-07-06,9,Strength Training,59
CI002139,M0129,2025-04-13,16,Gym Floor,67
CI002140,M0129,2025-06-20,18,HIIT,71
CI002141,M0129,2025-05-17,12,Pilates,61
CI002142,M0129,2025-06-06,18,Strength Training,51
CI002143,M0129,2025-06-20,9,Yoga,68
CI002144,M0129,2025-08-04,18,Strength Training,44
CI002145,M0129,2025-03-02,16,Gym Floor,55
CI002146,M0129,2025-05-30,7,Gym Floor,53
CI002147,M0129,2025-06-24,7,Pilates,66
CI002148,M0129,2025-04-22,12,Strength Training,69
CI002149,M0130,2025-06-21,18,Gym Floor,63
CI002150,M0131,2025-04-06,6,Gym Floor,53
CI002151,M0131,2025-03-14,10,Gym Floor,33
CI002152,M0131,2025-05-03,18,HIIT,62
CI002153,M0131,2025-05-16,7,Strength Training,79
CI002154,M0131,2025-03-18,19,CrossFit,31
CI002155,M0131,2025-04-19,16,Gym Floor,51
CI002156,M0131,2025-05-24,10,Strength Training,41
CI002157,M0131,2025-04-02,18,Gym Floor,30
CI002158,M0131,2025-07-21,20,Gym Floor,93
CI002159,M0131,2025-05-08,6,Gym Floor,76
CI002160,M0131,2025-07-24,18,Pilates,40
CI002161,M0131,2025-06-19,10,Zumba,51
CI002162,M0131,2025-04-17,19,Gym Floor,39
CI002163,M0131,2025-05-26,10,Zumba,61
CI002164,M0131,2025-05-16,6,Gym Floor,39
CI002165,M0131,2025-08-26,8,Strength Training,69
CI002166,M0131,2025-05-29,8,CrossFit,52
CI002167,M0131,2025-06-26,16,HIIT,81
CI002168,M0131,2025-07-05,11,Gym Floor,53
CI002169,M0131,2025-06-29,18,Gym Floor,57
CI002170,M0131,2025-08-13,10,Zumba,58
CI002171,M0131,2025-05-17,17,Gym Floor,88
CI002172,M0131,2025-06-10,9,Strength Training,45
CI002173,M0131,2025-08-13,17,Zumba,52
CI002174,M0131,2025-08-08,16,Strength Training,32
CI002175,M0131,2025-08-17,8,Yoga,41
CI002176,M0131,2025-04-28,7,Yoga,72
CI002177,M0131,2025-07-31,12,Gym Floor,62
CI002178,M0131,2025-07-21,20,Yoga,63
CI002179,M0131,2025-03-23,18,Gym Floor,39
CI002180,M0131,2025-06-05,17,Spin,33
CI002181,M0131,2025-03-15,16,Gym Floor,58
CI002182,M0131,2025-06-30,20,Cardio,51
CI002183,M0131,2025-07-13,18,Gym Floor,53
CI002184,M0131,2025-05-03,8,Spin,57
CI002185,M0131,2025-04-13,19,Gym Floor,33
CI002186,M0131,2025-07-26,9,Gym Floor,34
CI002187,M0131,2025-05-04,19,Gym Floor,44
CI002188,M0131,2025-08-04,17,Pilates,45
CI002189,M0131,2025-06-05,6,Gym Floor,20
CI002190,M0131,2025-08-15,18,Gym Floor,64
CI002191,M0131,2025-03-12,18,Gym Floor,20
CI002192,M0132,2025-03-02,9,Strength Training,30
CI002193,M0132,2025-07-12,6,HIIT,61
CI002194,M0132,2025-08-11,7,Gym Floor,75
CI002195,M0132,2025-07-28,9,Spin,31
CI002196,M0132,2025-04-02,18,Spin,52
CI002197,M0132,2025-08-22,10,Gym Floor,71
CI002198,M0132,2025-03-15,17,Yoga,74
CI002199,M0132,2025-03-22,11,CrossFit,46
CI002200,M0132,2025-05-19,7,CrossFit,60
CI002201,M0132,2025-07-12,18,Gym Floor,56
CI002202,M0132,2025-04-07,17,Gym Floor,27
CI002203,M0132,2025-08-28,21,CrossFit,71
CI002204,M0132,2025-07-30,7,Gym Floor,61
CI002205,M0132,2025-03-10,19,Gym Floor,73
CI002206,M0132,2025-03-19,18,Gym Floor,60
CI002207,M0132,2025-03-21,18,Yoga,62
CI002208,M0132,2025-04-26,19,Spin,52
CI002209,M0132,2025-04-25,18,Zumba,46
CI002210,M0132,2025-04-22,6,Cardio,48
CI002211,M0132,2025-03-04,9,Gym Floor,69
CI002212,M0132,2025-03-07,18,Cardio,20
CI002213,M0132,2025-06-17,19,Zumba,54
CI002214,M0132,2025-08-18,18,Cardio,42
CI002215,M0132,2025-04-02,17,Spin,33
CI002216,M0134,2025-03-22,19,Gym Floor,99
CI002217,M0134,2025-07-18,8,Strength Training,66
CI002218,M0134,2025-08-21,16,Strength Training,48
CI002219,M0134,2025-07-26,8,Yoga,75
CI002220,M0134,2025-04-24,16,Yoga,49
CI002221,M0134,2025-05-22,16,Yoga,36
CI002222,M0134,2025-07-27,18,HIIT,76
CI002223,M0134,2025-08-29,20,Gym Floor,53
CI002224,M0134,2025-04-09,19,Cardio,58
CI002225,M0134,2025-07-21,20,Gym Floor,48
CI002226,M0134,2025-04-27,18,HIIT,50
CI002227,M0134,2025-03-25,12,Gym Floor,76
CI002228,M0134,2025-06-19,19,Cardio,20
CI002229,M0134,2025-07-16,7,Zumba,86
CI002230,M0134,2025-06-23,8,Gym Floor,60
CI002231,M0134,2025-05-16,19,Yoga,79
CI002232,M0135,2025-05-10,18,Gym Floor,44
CI002233,M0135,2025-07-20,8,CrossFit,40
CI002234,M0135,2025-06-23,6,CrossFit,41
CI002235,M0135,2025-06-06,18,Yoga,43
CI002236,M0135,2025-03-01,18,Gym Floor,31
CI002237,M0135,2025-05-13,16,Gym Floor,36
CI002238,M0135,2025-03-18,8,Spin,51
CI002239,M0135,2025-05-19,7,HIIT,61
CI002240,M0135,2025-07-15,11,Gym Floor,68
CI002241,M0135,2025-03-11,18,Gym Floor,76
CI002242,M0135,2025-08-28,17,Gym Floor,46
CI002243,M0135,2025-07-04,7,Gym Floor,71
CI002244,M0135,2025-05-30,18,Gym Floor,24
CI002245,M0135,2025-07-05,8,Pilates,51
CI002246,M0135,2025-06-24,10,Pilates,81
CI002247,M0135,2025-06-20,8,Strength Training,72
CI002248,M0136,2025-04-21,18,Spin,76
CI002249,M0136,2025-07-22,7,Pilates,43
CI002250,M0136,2025-04-19,9,Gym Floor,69
CI002251,M0136,2025-04-27,6,Gym Floor,64
CI002252,M0136,2025-04-23,7,Zumba,98
CI002253,M0136,2025-07-02,11,Gym Floor,62
CI002254,M0136,2025-04-01,7,Gym Floor,47
CI002255,M0136,2025-07-26,16,Strength Training,24
CI002256,M0136,2025-04-11,19,Gym Floor,67
CI002257,M0137,2025-08-24,9,Gym Floor,66
CI002258,M0137,2025-04-17,7,Gym Floor,65
CI002259,M0137,2025-05-28,7,CrossFit,42
CI002260,M0137,2025-07-12,8,Strength Training,53
CI002261,M0137,2025-04-09,17,Gym Floor,86
CI002262,M0137,2025-07-18,7,Gym Floor,20
CI002263,M0137,2025-05-19,6,Spin,61
CI002264,M0137,2025-07-16,17,Zumba,56
CI002265,M0137,2025-05-16,16,Gym Floor,50
CI002266,M0137,2025-05-16,16,Zumba,20
CI002267,M0138,2025-08-14,19,Gym Floor,78
CI002268,M0138,2025-03-31,10,Cardio,39
CI002269,M0138,2025-08-26,12,Pilates,23
CI002270,M0139,2025-05-19,19,Gym Floor,49
CI002271,M0139,2025-03-19,20,Gym Floor,53
CI002272,M0140,2025-04-16,10,HIIT,32
CI002273,M0140,2025-07-11,7,Gym Floor,41
CI002274,M0140,2025-07-03,21,Gym Floor,69
CI002275,M0140,2025-07-11,9,Gym Floor,30
CI002276,M0140,2025-05-22,21,Pilates,62
CI002277,M0140,2025-04-27,18,HIIT,50
CI002278,M0140,2025-08-27,18,Gym Floor,55
CI002279,M0140,2025-04-10,6,Gym Floor,43
CI002280,M0140,2025-04-15,10,HIIT,35
CI002281,M0140,2025-03-19,17,Yoga,49
CI002282,M0140,2025-04-17,18,Gym Floor,82
CI002283,M0140,2025-03-18,19,Strength Training,72
CI002284,M0140,2025-05-01,20,Yoga,34
CI002285,M0140,2025-07-17,9,Gym Floor,72
CI002286,M0140,2025-05-31,16,Spin,48
CI002287,M0140,2025-06-24,6,Gym Floor,37
CI002288,M0140,2025-08-28,12,Strength Training,28
CI002289,M0140,2025-03-13,16,Gym Floor,46
CI002290,M0140,2025-03-17,6,Yoga,85
CI002291,M0140,2025-05-14,7,Gym Floor,64
CI002292,M0140,2025-08-16,19,Gym Floor,48
CI002293,M0140,2025-07-13,8,Pilates,60
CI002294,M0140,2025-04-15,18,Strength Training,20
CI002295,M0140,2025-03-04,19,Gym Floor,25
CI002296,M0140,2025-08-23,7,CrossFit,91
CI002297,M0140,2025-06-03,16,Gym Floor,34
CI002298,M0140,2025-07-18,18,Yoga,52
CI002299,M0140,2025-03-06,11,Gym Floor,61
CI002300,M0140,2025-07-28,7,Yoga,67
CI002301,M0140,2025-07-19,7,Pilates,54
CI002302,M0140,2025-06-25,18,CrossFit,44
CI002303,M0140,2025-03-14,8,Gym Floor,59
CI002304,M0140,2025-06-17,20,Gym Floor,47
CI002305,M0140,2025-03-11,16,Gym Floor,46
CI002306,M0141,2025-05-12,9,Gym Floor,43
CI002307,M0141,2025-05-03,16,Pilates,88
CI002308,M0141,2025-06-14,19,Gym Floor,57
CI002309,M0141,2025-04-29,8,Zumba,42
CI002310,M0141,2025-05-11,19,Strength Training,29
CI002311,M0141,2025-04-29,18,Strength Training,78
CI002312,M0141,2025-06-29,6,Gym Floor,20
CI002313,M0141,2025-04-01,8,Gym Floor,22
CI002314,M0141,2025-05-15,8,HIIT,67
CI002315,M0141,2025-06-18,18,Gym Floor,83
CI002316,M0141,2025-04-03,10,Gym Floor,58
CI002317,M0141,2025-06-26,10,Gym Floor,75
CI002318,M0141,2025-08-06,9,Gym Floor,62
CI002319,M0141,2025-07-28,10,Gym Floor,55
CI002320,M0141,2025-03-15,21,Gym Floor,47
CI002321,M0141,2025-05-04,21,Zumba,57
CI002322,M0141,2025-07-01,8,Gym Floor,34
CI002323,M0141,2025-05-22,11,Cardio,64
CI002324,M0141,2025-06-22,6,HIIT,32
CI002325,M0141,2025-08-27,11,Gym Floor,47
CI002326,M0141,2025-03-01,9,Gym Floor,55
CI002327,M0141,2025-07-29,10,Gym Floor,52
CI002328,M0141,2025-08-26,7,Cardio,63
CI002329,M0141,2025-06-19,17,Cardio,32
CI002330,M0141,2025-05-11,21,Pilates,46
CI002331,M0141,2025-05-12,17,Gym Floor,110
CI002332,M0141,2025-08-01,19,Gym Floor,62
CI002333,M0142,2025-07-03,18,HIIT,35
CI002334,M0142,2025-06-20,6,Gym Floor,56
CI002335,M0142,2025-03-05,17,HIIT,79
CI002336,M0142,2025-05-11,19,Gym Floor,26
CI002337,M0142,2025-03-23,20,Gym Floor,63
CI002338,M0142,2025-04-08,9,Gym Floor,38
CI002339,M0142,2025-06-04,19,Gym Floor,69
CI002340,M0142,2025-03-16,19,Cardio,49
CI002341,M0142,2025-07-01,12,Zumba,25
CI002342,M0142,2025-04-25,16,Zumba,85
CI002343,M0142,2025-05-09,7,Gym Floor,54
CI002344,M0142,2025-05-16,17,Gym Floor,83
CI002345,M0142,2025-08-29,17,Strength Training,44
CI002346,M0142,2025-06-03,8,Zumba,20
CI002347,M0142,2025-06-09,19,Zumba,63
CI002348,M0143,2025-04-28,20,Gym Floor,73
CI002349,M0143,2025-07-09,20,Gym Floor,28
CI002350,M0143,2025-04-02,20,Gym Floor,92
CI002351,M0143,2025-05-20,7,Gym Floor,20
CI002352,M0143,2025-05-02,11,Zumba,42
CI002353,M0143,2025-03-21,9,Zumba,52
CI002354,M0143,2025-05-08,19,Gym Floor,58
CI002355,M0143,2025-08-03,6,Gym Floor,70
CI002356,M0143,2025-08-20,10,Gym Floor,45
CI002357,M0143,2025-06-26,16,HIIT,50
CI002358,M0143,2025-04-19,6,Cardio,64
CI002359,M0143,2025-06-29,6,Pilates,45
CI002360,M0143,2025-08-01,16,Gym Floor,65
CI002361,M0143,2025-06-28,9,Gym Floor,90
CI002362,M0143,2025-03-07,12,Gym Floor,44
CI002363,M0143,2025-08-05,11,Gym Floor,45
CI002364,M0143,2025-08-31,18,Gym Floor,36
CI002365,M0143,2025-03-07,17,Gym Floor,44
CI002366,M0143,2025-04-16,6,Gym Floor,76
CI002367,M0143,2025-05-03,18,Pilates,94
CI002368,M0143,2025-06-09,18,Gym Floor,55
CI002369,M0143,2025-08-10,11,Spin,74
CI002370,M0143,2025-04-18,11,Cardio,71
CI002371,M0143,2025-03-21,8,Zumba,64
CI002372,M0143,2025-03-20,11,Cardio,79
CI002373,M0143,2025-06-28,17,Spin,36
CI002374,M0143,2025-03-26,19,CrossFit,99
CI002375,M0143,2025-05-15,20,Gym Floor,48
CI002376,M0144,2025-06-04,6,HIIT,90
CI002377,M0144,2025-03-18,17,Gym Floor,42
CI002378,M0144,2025-06-08,8,Gym Floor,52
CI002379,M0144,2025-04-03,9,Pilates,60
CI002380,M0144,2025-05-10,20,Cardio,25
CI002381,M0144,2025-07-21,8,Gym Floor,56
CI002382,M0144,2025-06-16,18,Gym Floor,20
CI002383,M0144,2025-04-06,6,Cardio,58
CI002384,M0144,2025-06-02,7,Pilates,53
CI002385,M0144,2025-08-04,16,Gym Floor,45
CI002386,M0144,2025-08-05,19,Gym Floor,51
CI002387,M0144,2025-04-22,10,Gym Floor,29
CI002388,M0144,2025-06-20,10,CrossFit,53
CI002389,M0144,2025-04-02,6,HIIT,24
CI002390,M0144,2025-06-02,7,Gym Floor,24
CI002391,M0144,2025-05-02,12,Gym Floor,39
CI002392,M0144,2025-06-10,17,Cardio,48
CI002393,M0144,2025-07-18,18,Gym Floor,50
CI002394,M0144,2025-03-06,12,Strength Training,39
CI002395,M0144,2025-06-30,17,Gym Floor,28
CI002396,M0144,2025-05-03,10,Gym Floor,54
CI002397,M0144,2025-07-19,19,Yoga,39
CI002398,M0144,2025-03-21,16,Cardio,70
CI002399,M0144,2025-06-19,12,Gym Floor,67
CI002400,M0144,2025-07-07,16,Yoga,75
CI002401,M0144,2025-04-15,17,Gym Floor,44
CI002402,M0144,2025-04-23,11,Pilates,56
CI002403,M0144,2025-03-16,17,Strength Training,60
CI002404,M0144,2025-05-30,17,Spin,84
CI002405,M0144,2025-08-24,6,Strength Training,52
CI002406,M0144,2025-06-28,19,Strength Training,53
CI002407,M0144,2025-03-23,19,Gym Floor,34
CI002408,M0144,2025-06-06,18,CrossFit,46
CI002409,M0144,2025-04-11,17,Strength Training,51
CI002410,M0144,2025-07-17,6,Gym Floor,68
CI002411,M0144,2025-06-11,19,Yoga,74
CI002412,M0144,2025-03-19,16,Yoga,53
CI002413,M0144,2025-08-17,17,Gym Floor,35
CI002414,M0144,2025-03-01,18,Gym Floor,59
CI002415,M0144,2025-07-12,19,Gym Floor,85
CI002416,M0144,2025-06-15,12,Gym Floor,51
CI002417,M0144,2025-03-02,12,Strength Training,74
CI002418,M0144,2025-05-31,7,Gym Floor,21
CI002419,M0144,2025-08-20,18,Yoga,64
CI002420,M0145,2025-08-30,8,HIIT,31
CI002421,M0145,2025-05-27,19,Yoga,48
CI002422,M0145,2025-06-20,20,Cardio,91
CI002423,M0145,2025-08-23,7,Zumba,33
CI002424,M0145,2025-04-04,6,Gym Floor,42
CI002425,M0145,2025-04-30,7,Gym Floor,62
CI002426,M0145,2025-07-09,16,Zumba,47
CI002427,M0145,2025-08-11,17,Pilates,62
CI002428,M0145,2025-08-21,8,Gym Floor,59
CI002429,M0145,2025-04-23,18,Gym Floor,57
CI002430,M0145,2025-05-16,11,HIIT,43
CI002431,M0145,2025-06-21,17,Gym Floor,67
CI002432,M0145,2025-08-07,8,Gym Floor,38
CI002433,M0145,2025-07-20,20,Zumba,38
CI002434,M0145,2025-03-02,18,Gym Floor,38
CI002435,M0145,2025-07-23,20,CrossFit,61
CI002436,M0145,2025-05-18,17,Strength Training,43
CI002437,M0145,2025-04-10,18,Yoga,63
CI002438,M0145,2025-06-17,12,Spin,53
CI002439,M0145,2025-05-19,16,Spin,42
CI002440,M0146,2025-04-19,11,Zumba,79
CI002441,M0146,2025-08-11,16,Gym Floor,50
CI002442,M0147,2025-04-05,17,Cardio,47
CI002443,M0147,2025-03-19,16,Yoga,40
CI002444,M0147,2025-07-03,18,Gym Floor,87
CI002445,M0147,2025-07-09,21,Pilates,72
CI002446,M0148,2025-05-28,19,Gym Floor,45
CI002447,M0148,2025-04-14,8,CrossFit,29
CI002448,M0148,2025-08-11,11,Gym Floor,46
CI002449,M0148,2025-05-24,7,Cardio,56
CI002450,M0148,2025-07-17,19,Pilates,71
CI002451,M0148,2025-05-03,8,Zumba,45
CI002452,M0148,2025-07-03,17,Yoga,28
CI002453,M0148,2025-05-10,16,Gym Floor,55
CI002454,M0148,2025-06-27,8,Gym Floor,49
CI002455,M0148,2025-04-22,11,Gym Floor,79
CI002456,M0148,2025-04-02,20,Zumba,47
CI002457,M0148,2025-03-05,19,Yoga,36
CI002458,M0148,2025-06-07,16,Yoga,47
CI002459,M0148,2025-06-01,17,Gym Floor,44
CI002460,M0148,2025-07-15,17,Spin,64
CI002461,M0148,2025-05-01,17,Gym Floor,51
CI002462,M0148,2025-07-31,8,Gym Floor,62
CI002463,M0148,2025-08-03,18,Cardio,26
CI002464,M0148,2025-08-29,8,Gym Floor,77
CI002465,M0148,2025-03-17,11,Gym Floor,60
CI002466,M0148,2025-04-27,17,Strength Training,53
CI002467,M0148,2025-07-17,16,Pilates,66
CI002468,M0148,2025-05-26,21,Spin,60
CI002469,M0148,2025-03-22,11,Gym Floor,46
CI002470,M0148,2025-04-05,19,Spin,65
CI002471,M0148,2025-06-19,11,Gym Floor,27
CI002472,M0148,2025-07-26,6,Gym Floor,52
CI002473,M0148,2025-04-17,10,Yoga,39
CI002474,M0148,2025-06-15,9,Cardio,64
CI002475,M0149,2025-05-28,8,Gym Floor,79
CI002476,M0149,2025-04-05,10,Strength Training,62
CI002477,M0149,2025-03-18,21,Pilates,42
CI002478,M0149,2025-08-28,17,Gym Floor,54
CI002479,M0149,2025-07-15,6,Zumba,30
CI002480,M0149,2025-03-26,11,Strength Training,33
CI002481,M0149,2025-07-20,21,Zumba,28
CI002482,M0149,2025-05-05,12,Pilates,61
CI002483,M0149,2025-07-19,7,Gym Floor,55
CI002484,M0149,2025-06-16,20,Pilates,62
CI002485,M0149,2025-05-18,19,Yoga,59
CI002486,M0149,2025-03-03,6,Gym Floor,55
CI002487,M0149,2025-05-09,8,Gym Floor,53
CI002488,M0149,2025-04-17,9,Gym Floor,33
CI002489,M0149,2025-07-22,17,Gym Floor,69
CI002490,M0149,2025-07-10,18,Gym Floor,64
CI002491,M0149,2025-06-29,18,Gym Floor,81
CI002492,M0149,2025-08-31,9,HIIT,30
CI002493,M0149,2025-08-22,9,HIIT,57
CI002494,M0149,2025-07-28,8,HIIT,80
CI002495,M0149,2025-05-14,18,Gym Floor,48
CI002496,M0149,2025-07-21,9,Strength Training,27
CI002497,M0149,2025-07-13,17,Gym Floor,74
CI002498,M0150,2025-03-03,7,Yoga,35
CI002499,M0150,2025-04-11,10,Strength Training,38
CI002500,M0150,2025-04-08,20,Gym Floor,92
CI002501,M0150,2025-05-15,6,Gym Floor,53
CI002502,M0150,2025-04-18,21,Gym Floor,70
CI002503,M0150,2025-07-15,19,CrossFit,53
CI002504,M0150,2025-08-13,17,Yoga,56
CI002505,M0150,2025-06-06,16,HIIT,54
CI002506,M0150,2025-06-26,7,Gym Floor,59
CI002507,M0150,2025-03-18,19,HIIT,59
CI002508,M0150,2025-08-15,19,Zumba,63
CI002509,M0150,2025-04-16,18,Gym Floor,78
CI002510,M0150,2025-03-16,19,HIIT,26
CI002511,M0150,2025-06-30,17,Pilates,57
CI002512,M0150,2025-05-31,11,Gym Floor,52
CI002513,M0150,2025-03-12,17,Yoga,63
CI002514,M0150,2025-05-11,18,Yoga,20
CI002515,M0150,2025-04-21,11,CrossFit,44
CI002516,M0150,2025-08-20,6,Gym Floor,37
CI002517,M0150,2025-05-20,8,Strength Training,58
