CheckInID,MemberID,CheckInDate,CheckInHour,ClassAttended,DurationMinutes,DayOfWeek,Month,TimeSlot
CI001383,M0080,2025-05-31,16,Gym Floor,46,Saturday,2025-05,Afternoon
CI001384,M0080,2025-08-14,7,Gym Floor,35,Thursday,2025-08,Early Morning
CI001385,M0080,2025-03-15,11,Pilates,28,Saturday,2025-03,Morning
CI001386,M0080,2025-04-25,17,Gym Floor,57,Friday,2025-04,Evening
CI001387,M0080,2025-06-09,9,Gym Floor,63,Monday,2025-06,Early Morning
CI001388,M0080,2025-08-29,18,Gym Floor,70,Friday,2025-08,Evening
CI001389,M0080,2025-04-16,7,Yoga,67,Wednesday,2025-04,Early Morning
CI001390,M0080,2025-03-28,9,Gym Floor,54,Friday,2025-03,Early Morning
CI001391,M0080,2025-05-15,19,Gym Floor,62,Thursday,2025-05,Evening
CI001392,M0081,2025-05-13,19,Gym Floor,58,Tuesday,2025-05,Evening
CI001393,M0081,2025-06-09,17,Zumba,20,Monday,2025-06,Evening
CI001394,M0082,2025-05-29,18,Gym Floor,84,Thursday,2025-05,Evening
CI001395,M0082,2025-03-02,18,Zumba,44,Sunday,2025-03,Evening
CI001396,M0082,2025-05-12,8,Cardio,60,Monday,2025-05,Early Morning
CI001397,M0082,2025-04-12,18,Zumba,33,Saturday,2025-04,Evening
CI001398,M0082,2025-07-13,17,Spin,62,Sunday,2025-07,Evening
CI001399,M0082,2025-06-11,7,Gym Floor,50,Wednesday,2025-06,Early Morning
CI001400,M0082,2025-03-08,6,Gym Floor,39,Saturday,2025-03,Early Morning
CI001401,M0082,2025-04-29,18,HIIT,66,Tuesday,2025-04,Evening
CI001402,M0082,2025-04-25,20,Cardio,44,Friday,2025-04,Night
CI001403,M0082,2025-06-18,10,HIIT,51,Wednesday,2025-06,Morning
CI001404,M0082,2025-07-25,17,Yoga,44,Friday,2025-07,Evening
CI001405,M0082,2025-08-22,9,Gym Floor,42,Friday,2025-08,Early Morning
CI001406,M0082,2025-03-25,8,CrossFit,32,Tuesday,2025-03,Early Morning
CI001407,M0082,2025-05-21,18,Spin,50,Wednesday,2025-05,Evening
CI001408,M0082,2025-08-02,12,Cardio,59,Saturday,2025-08,Morning
CI001409,M0082,2025-05-10,10,Gym Floor,65,Saturday,2025-05,Morning
CI001410,M0082,2025-05-28,19,CrossFit,80,Wednesday,2025-05,Evening
CI001411,M0082,2025-07-17,7,Spin,63,Thursday,2025-07,Early Morning
CI001412,M0083,2025-06-04,16,Strength Training,44,Wednesday,2025-06,Afternoon
CI001413,M0084,2025-04-13,19,Spin,54,Sunday,2025-04,Evening
CI001414,M0084,2025-08-04,9,Gym Floor,49,Monday,2025-08,Early Morning
CI001415,M0084,2025-03-26,8,Gym Floor,77,Wednesday,2025-03,Early Morning
CI001416,M0084,2025-06-12,20,Gym Floor,37,Thursday,2025-06,Night
CI001417,M0084,2025-08-20,8,Yoga,22,Wednesday,2025-08,Early Morning
CI001418,M0085,2025-07-08,17,Pilates,74,Tuesday,2025-07,Evening
CI001419,M0085,2025-07-11,12,Pilates,70,Friday,2025-07,Morning
CI001420,M0085,2025-03-16,7,Pilates,33,Sunday,2025-03,Early Morning
CI001421,M0085,2025-06-03,9,Yoga,73,Tuesday,2025-06,Early Morning
CI001422,M0085,2025-04-11,17,Strength Training,72,Friday,2025-04,Evening
CI001423,M0085,2025-03-21,19,Yoga,73,Friday,2025-03,Evening
CI001424,M0085,2025-07-07,7,Pilates,45,Monday,2025-07,Early Morning
CI001425,M0085,2025-08-29,10,Gym Floor,50,Friday,2025-08,Morning
CI001426,M0085,2025-05-09,16,Gym Floor,41,Friday,2025-05,Afternoon
CI001427,M0085,2025-08-14,17,Strength Training,78,Thursday,2025-08,Evening
CI001428,M0085,2025-04-21,17,Gym Floor,44,Monday,2025-04,Evening
CI001429,M0085,2025-04-04,8,Zumba,71,Friday,2025-04,Early Morning
CI001430,M0085,2025-06-25,8,HIIT,58,Wednesday,2025-06,Early Morning
CI001431,M0085,2025-03-04,6,Gym Floor,62,Tuesday,2025-03,Early Morning
CI001432,M0085,2025-06-10,16,Spin,41,Tuesday,2025-06,Afternoon
CI001433,M0085,2025-04-10,7,Gym Floor,56,Thursday,2025-04,Early Morning
CI001434,M0085,2025-03-16,20,Gym Floor,64,Sunday,2025-03,Night
CI001435,M0085,2025-07-20,11,Gym Floor,53,Sunday,2025-07,Morning
CI001436,M0085,2025-06-04,19,Pilates,46,Wednesday,2025-06,Evening
CI001437,M0085,2025-07-26,7,Gym Floor,53,Saturday,2025-07,Early Morning
CI001438,M0085,2025-03-14,17,Gym Floor,88,Friday,2025-03,Evening
CI001439,M0085,2025-08-04,17,Gym Floor,59,Monday,2025-08,Evening
CI001440,M0085,2025-03-22,20,Yoga,49,Saturday,2025-03,Night
CI001441,M0085,2025-08-31,16,Yoga,44,Sunday,2025-08,Afternoon
CI001442,M0085,2025-05-17,19,HIIT,44,Saturday,2025-05,Evening
CI001443,M0085,2025-07-13,9,Gym Floor,46,Sunday,2025-07,Early Morning
CI001444,M0085,2025-04-13,11,Gym Floor,21,Sunday,2025-04,Morning
CI001445,M0085,2025-03-18,7,CrossFit,62,Tuesday,2025-03,Early Morning
CI001446,M0085,2025-04-20,6,HIIT,30,Sunday,2025-04,Early Morning
CI001447,M0085,2025-07-19,6,Gym Floor,77,Saturday,2025-07,Early Morning
CI001448,M0085,2025-04-02,9,HIIT,26,Wednesday,2025-04,Early Morning
CI001449,M0085,2025-03-19,20,Gym Floor,63,Wednesday,2025-03,Night
CI001450,M0085,2025-08-27,17,Gym Floor,91,Wednesday,2025-08,Evening
CI001451,M0085,2025-03-05,7,Gym Floor,50,Wednesday,2025-03,Early Morning
CI001452,M0085,2025-03-25,19,Gym Floor,32,Tuesday,2025-03,Evening
CI001453,M0085,2025-08-19,16,Cardio,28,Tuesday,2025-08,Afternoon
CI001454,M0085,2025-03-16,21,Gym Floor,68,Sunday,2025-03,Night
CI001455,M0086,2025-05-16,11,Zumba,85,Friday,2025-05,Morning
CI001456,M0086,2025-06-23,8,Strength Training,23,Monday,2025-06,Early Morning
CI001457,M0086,2025-03-08,17,Spin,55,Saturday,2025-03,Evening
CI001458,M0086,2025-06-18,9,Gym Floor,51,Wednesday,2025-06,Early Morning
CI001459,M0086,2025-05-14,10,Gym Floor,64,Wednesday,2025-05,Morning
CI001460,M0086,2025-07-31,8,Strength Training,43,Thursday,2025-07,Early Morning
CI001461,M0086,2025-05-31,20,HIIT,75,Saturday,2025-05,Night
CI001462,M0086,2025-03-18,11,Gym Floor,58,Tuesday,2025-03,Morning
CI001463,M0086,2025-07-05,20,CrossFit,59,Saturday,2025-07,Night
CI001464,M0086,2025-08-30,18,Yoga,34,Saturday,2025-08,Evening
CI001465,M0086,2025-03-22,11,Cardio,48,Saturday,2025-03,Morning
CI001466,M0086,2025-07-01,18,HIIT,84,Tuesday,2025-07,Evening
CI001467,M0086,2025-08-11,18,Gym Floor,49,Monday,2025-08,Evening
CI001468,M0086,2025-06-03,8,Strength Training,70,Tuesday,2025-06,Early Morning
CI001469,M0086,2025-07-31,18,Gym Floor,73,Thursday,2025-07,Evening
CI001470,M0086,2025-06-13,19,Gym Floor,61,Friday,2025-06,Evening
CI001471,M0087,2025-08-12,8,Gym Floor,34,Tuesday,2025-08,Early Morning
CI001472,M0087,2025-07-25,9,Zumba,56,Friday,2025-07,Early Morning
CI001473,M0087,2025-03-10,17,Gym Floor,34,Monday,2025-03,Evening
CI001474,M0087,2025-07-26,8,Gym Floor,79,Saturday,2025-07,Early Morning
CI001475,M0087,2025-06-29,8,Gym Floor,59,Sunday,2025-06,Early Morning
CI001476,M0087,2025-06-04,19,Zumba,65,Wednesday,2025-06,Evening
CI001477,M0087,2025-04-19,6,Gym Floor,58,Saturday,2025-04,Early Morning
CI001478,M0087,2025-04-22,17,Yoga,47,Tuesday,2025-04,Evening
CI001479,M0087,2025-06-05,19,Zumba,40,Thursday,2025-06,Evening
CI001480,M0087,2025-05-16,20,Gym Floor,52,Friday,2025-05,Night
CI001481,M0087,2025-08-19,20,Gym Floor,86,Tuesday,2025-08,Night
CI001482,M0087,2025-05-02,7,Gym Floor,66,Friday,2025-05,Early Morning
CI001483,M0087,2025-04-08,18,Yoga,44,Tuesday,2025-04,Evening
CI001484,M0087,2025-06-05,6,Yoga,63,Thursday,2025-06,Early Morning
CI001485,M0087,2025-03-05,19,Gym Floor,74,Wednesday,2025-03,Evening
CI001486,M0087,2025-07-29,8,Yoga,24,Tuesday,2025-07,Early Morning
CI001487,M0087,2025-06-03,8,Spin,57,Tuesday,2025-06,Early Morning
CI001488,M0087,2025-06-21,8,Gym Floor,20,Saturday,2025-06,Early Morning
CI001489,M0087,2025-05-22,20,Zumba,20,Thursday,2025-05,Night
CI001490,M0087,2025-03-09,18,Zumba,69,Sunday,2025-03,Evening
CI001491,M0087,2025-08-10,9,Yoga,36,Sunday,2025-08,Early Morning
CI001492,M0087,2025-06-25,19,Gym Floor,20,Wednesday,2025-06,Evening
CI001493,M0087,2025-08-03,18,Gym Floor,70,Sunday,2025-08,Evening
CI001494,M0087,2025-07-20,10,Strength Training,71,Sunday,2025-07,Morning
CI001495,M0087,2025-06-18,19,Gym Floor,61,Wednesday,2025-06,Evening
CI001496,M0087,2025-04-26,20,Spin,63,Saturday,2025-04,Night
CI001497,M0088,2025-07-09,6,Gym Floor,20,Wednesday,2025-07,Early Morning
CI001498,M0088,2025-04-02,6,Yoga,84,Wednesday,2025-04,Early Morning
CI001499,M0088,2025-04-13,19,Gym Floor,84,Sunday,2025-04,Evening
CI001500,M0088,2025-06-28,18,Strength Training,58,Saturday,2025-06,Evening
CI001501,M0088,2025-03-21,17,Pilates,79,Friday,2025-03,Evening
CI001502,M0088,2025-05-15,12,Gym Floor,79,Thursday,2025-05,Morning
CI001503,M0088,2025-05-25,19,Gym Floor,37,Sunday,2025-05,Evening
CI001504,M0089,2025-05-29,18,Gym Floor,20,Thursday,2025-05,Evening
CI001505,M0089,2025-05-09,20,CrossFit,58,Friday,2025-05,Night
CI001506,M0089,2025-04-18,16,Pilates,41,Friday,2025-04,Afternoon
CI001507,M0089,2025-03-31,19,Cardio,46,Monday,2025-03,Evening
CI001508,M0089,2025-03-19,19,Strength Training,84,Wednesday,2025-03,Evening
CI001509,M0089,2025-08-04,6,Gym Floor,57,Monday,2025-08,Early Morning
CI001510,M0089,2025-06-18,19,Gym Floor,41,Wednesday,2025-06,Evening
CI001511,M0089,2025-08-15,10,Gym Floor,33,Friday,2025-08,Morning
CI001512,M0089,2025-05-04,18,Gym Floor,87,Sunday,2025-05,Evening
CI001513,M0090,2025-04-11,17,Gym Floor,55,Friday,2025-04,Evening
CI001514,M0091,2025-05-17,18,Gym Floor,57,Saturday,2025-05,Evening
CI001515,M0091,2025-08-28,17,CrossFit,32,Thursday,2025-08,Evening
CI001516,M0091,2025-06-30,17,CrossFit,72,Monday,2025-06,Evening
CI001517,M0091,2025-07-10,17,Pilates,83,Thursday,2025-07,Evening
CI001518,M0091,2025-03-05,16,Gym Floor,63,Wednesday,2025-03,Afternoon
CI001519,M0091,2025-05-23,17,Gym Floor,54,Friday,2025-05,Evening
CI001520,M0091,2025-08-31,8,CrossFit,51,Sunday,2025-08,Early Morning
CI001521,M0091,2025-04-23,7,Gym Floor,48,Wednesday,2025-04,Early Morning
CI001522,M0091,2025-07-29,9,CrossFit,57,Tuesday,2025-07,Early Morning
CI001523,M0091,2025-07-27,12,Gym Floor,44,Sunday,2025-07,Morning
CI001524,M0091,2025-06-30,18,Gym Floor,24,Monday,2025-06,Evening
CI001525,M0091,2025-04-24,12,Gym Floor,80,Thursday,2025-04,Morning
CI001526,M0091,2025-08-24,17,Gym Floor,49,Sunday,2025-08,Evening
CI001527,M0091,2025-04-14,8,Zumba,95,Monday,2025-04,Early Morning
CI001528,M0091,2025-07-06,9,Spin,20,Sunday,2025-07,Early Morning
CI001529,M0091,2025-07-15,7,Strength Training,41,Tuesday,2025-07,Early Morning
CI001530,M0091,2025-06-25,10,Pilates,35,Wednesday,2025-06,Morning
CI001531,M0091,2025-08-13,17,Gym Floor,61,Wednesday,2025-08,Evening
CI001532,M0091,2025-03-01,10,Gym Floor,52,Saturday,2025-03,Morning
CI001533,M0092,2025-05-08,6,Gym Floor,20,Thursday,2025-05,Early Morning
CI001534,M0092,2025-08-05,18,Gym Floor,65,Tuesday,2025-08,Evening
CI001535,M0092,2025-08-02,9,Gym Floor,56,Saturday,2025-08,Early Morning
CI001536,M0092,2025-03-13,7,Gym Floor,73,Thursday,2025-03,Early Morning
CI001537,M0092,2025-06-20,8,Gym Floor,44,Friday,2025-06,Early Morning
CI001538,M0092,2025-08-03,19,Gym Floor,53,Sunday,2025-08,Evening
CI001539,M0092,2025-06-18,7,Gym Floor,60,Wednesday,2025-06,Early Morning
CI001540,M0092,2025-04-01,8,Gym Floor,69,Tuesday,2025-04,Early Morning
CI001541,M0092,2025-05-21,6,Gym Floor,59,Wednesday,2025-05,Early Morning
CI001542,M0092,2025-05-05,17,Gym Floor,51,Monday,2025-05,Evening
CI001543,M0092,2025-07-29,8,Yoga,61,Tuesday,2025-07,Early Morning
CI001544,M0092,2025-05-04,10,Cardio,39,Sunday,2025-05,Morning
CI001545,M0092,2025-07-08,18,Gym Floor,37,Tuesday,2025-07,Evening
CI001546,M0092,2025-04-18,7,Gym Floor,36,Friday,2025-04,Early Morning
CI001547,M0092,2025-07-27,19,Gym Floor,49,Sunday,2025-07,Evening
CI001548,M0092,2025-03-27,20,Gym Floor,52,Thursday,2025-03,Night
CI001549,M0092,2025-06-21,18,Strength Training,57,Saturday,2025-06,Evening
CI001550,M0092,2025-03-31,8,Yoga,65,Monday,2025-03,Early Morning
CI001551,M0092,2025-06-06,9,Strength Training,45,Friday,2025-06,Early Morning
CI001552,M0093,2025-07-10,18,HIIT,68,Thursday,2025-07,Evening
CI001553,M0093,2025-05-29,9,Zumba,60,Thursday,2025-05,Early Morning
CI001554,M0093,2025-03-10,7,Cardio,58,Monday,2025-03,Early Morning
CI001555,M0093,2025-05-14,10,Gym Floor,59,Wednesday,2025-05,Morning
CI001556,M0093,2025-08-17,6,Strength Training,50,Sunday,2025-08,Early Morning
CI001557,M0093,2025-05-30,18,Zumba,52,Friday,2025-05,Evening
CI001558,M0093,2025-05-21,6,Strength Training,53,Wednesday,2025-05,Early Morning
CI001559,M0093,2025-05-18,20,Pilates,68,Sunday,2025-05,Night
CI001560,M0093,2025-08-01,7,Pilates,43,Friday,2025-08,Early Morning
CI001561,M0093,2025-04-15,19,Gym Floor,49,Tuesday,2025-04,Evening
CI001562,M0093,2025-03-17,11,HIIT,72,Monday,2025-03,Morning
CI001563,M0093,2025-04-22,10,Yoga,52,Tuesday,2025-04,Morning
CI001564,M0093,2025-06-03,21,Zumba,54,Tuesday,2025-06,Night
CI001565,M0093,2025-07-21,18,Spin,34,Monday,2025-07,Evening
CI001566,M0093,2025-06-28,12,Gym Floor,57,Saturday,2025-06,Morning
CI001567,M0093,2025-08-02,19,Gym Floor,61,Saturday,2025-08,Evening
CI001568,M0093,2025-07-13,19,HIIT,31,Sunday,2025-07,Evening
CI001569,M0093,2025-05-07,7,Gym Floor,44,Wednesday,2025-05,Early Morning
CI001570,M0093,2025-08-02,20,HIIT,59,Saturday,2025-08,Night
CI001571,M0093,2025-03-12,16,Gym Floor,77,Wednesday,2025-03,Afternoon
CI001572,M0093,2025-06-27,17,Gym Floor,57,Friday,2025-06,Evening
CI001573,M0093,2025-05-07,10,Cardio,58,Wednesday,2025-05,Morning
CI001574,M0093,2025-06-21,19,Zumba,55,Saturday,2025-06,Evening
CI001575,M0093,2025-05-02,20,Gym Floor,42,Friday,2025-05,Night
CI001576,M0093,2025-07-11,8,Pilates,72,Friday,2025-07,Early Morning
CI001577,M0093,2025-05-27,19,Gym Floor,49,Tuesday,2025-05,Evening
CI001578,M0093,2025-08-25,7,Gym Floor,54,Monday,2025-08,Early Morning
CI001579,M0093,2025-04-08,16,Pilates,51,Tuesday,2025-04,Afternoon
CI001580,M0093,2025-03-14,16,Gym Floor,38,Friday,2025-03,Afternoon
CI001581,M0093,2025-06-24,17,CrossFit,77,Tuesday,2025-06,Evening
CI001582,M0093,2025-03-17,18,HIIT,33,Monday,2025-03,Evening
CI001583,M0093,2025-05-19,19,Cardio,86,Monday,2025-05,Evening
CI001584,M0093,2025-06-24,11,Gym Floor,44,Tuesday,2025-06,Morning
CI001585,M0093,2025-08-03,9,Gym Floor,26,Sunday,2025-08,Early Morning
CI001586,M0093,2025-06-25,17,Strength Training,81,Wednesday,2025-06,Evening
CI001587,M0093,2025-04-21,8,Gym Floor,56,Monday,2025-04,Early Morning
CI001588,M0093,2025-08-04,9,CrossFit,57,Monday,2025-08,Early Morning
CI001589,M0093,2025-08-18,17,Spin,36,Monday,2025-08,Evening
CI001590,M0093,2025-03-22,21,Strength Training,54,Saturday,2025-03,Night
CI001591,M0093,2025-06-24,18,Pilates,40,Tuesday,2025-06,Evening
CI001592,M0094,2025-08-08,16,Zumba,49,Friday,2025-08,Afternoon
CI001593,M0094,2025-08-18,6,Gym Floor,32,Monday,2025-08,Early Morning
CI001594,M0094,2025-06-18,17,Cardio,25,Wednesday,2025-06,Evening
CI001595,M0094,2025-03-29,18,Gym Floor,82,Saturday,2025-03,Evening
CI001596,M0094,2025-08-18,19,Gym Floor,62,Monday,2025-08,Evening
CI001597,M0095,2025-08-19,7,Spin,50,Tuesday,2025-08,Early Morning
CI001598,M0095,2025-03-04,17,CrossFit,37,Tuesday,2025-03,Evening
CI001599,M0095,2025-04-24,19,HIIT,53,Thursday,2025-04,Evening
CI001600,M0095,2025-06-24,12,Strength Training,40,Tuesday,2025-06,Morning
CI001601,M0095,2025-03-06,19,Gym Floor,69,Thursday,2025-03,Evening
CI001602,M0095,2025-03-14,18,Spin,63,Friday,2025-03,Evening
CI001603,M0095,2025-08-25,10,CrossFit,50,Monday,2025-08,Morning
CI001604,M0095,2025-07-25,7,Pilates,75,Friday,2025-07,Early Morning
CI001605,M0095,2025-03-04,7,Yoga,37,Tuesday,2025-03,Early Morning
CI001606,M0095,2025-05-24,19,Yoga,54,Saturday,2025-05,Evening
CI001607,M0095,2025-04-08,6,Gym Floor,23,Tuesday,2025-04,Early Morning
CI001608,M0095,2025-08-10,7,Zumba,66,Sunday,2025-08,Early Morning
CI001609,M0095,2025-08-14,18,Gym Floor,38,Thursday,2025-08,Evening
CI001610,M0095,2025-05-02,19,CrossFit,86,Friday,2025-05,Evening
CI001611,M0095,2025-08-04,20,Zumba,67,Monday,2025-08,Night
CI001612,M0095,2025-03-04,8,Pilates,48,Tuesday,2025-03,Early Morning
CI001613,M0095,2025-07-21,8,Gym Floor,48,Monday,2025-07,Early Morning
CI001614,M0095,2025-07-01,19,Strength Training,40,Tuesday,2025-07,Evening
CI001615,M0095,2025-05-12,10,Strength Training,59,Monday,2025-05,Morning
CI001616,M0095,2025-08-07,6,Gym Floor,59,Thursday,2025-08,Early Morning
CI001617,M0095,2025-05-03,9,CrossFit,57,Saturday,2025-05,Early Morning
CI001618,M0096,2025-08-11,18,Gym Floor,34,Monday,2025-08,Evening
CI001619,M0096,2025-04-15,6,Gym Floor,20,Tuesday,2025-04,Early Morning
CI001620,M0096,2025-07-22,17,CrossFit,51,Tuesday,2025-07,Evening
CI001621,M0096,2025-05-14,18,Spin,82,Wednesday,2025-05,Evening
CI001622,M0096,2025-04-14,19,CrossFit,80,Monday,2025-04,Evening
CI001623,M0096,2025-06-26,16,Gym Floor,64,Thursday,2025-06,Afternoon
CI001624,M0096,2025-06-22,19,Pilates,20,Sunday,2025-06,Evening
CI001625,M0096,2025-08-20,6,Cardio,43,Wednesday,2025-08,Early Morning
CI001626,M0096,2025-05-20,21,Zumba,53,Tuesday,2025-05,Night
CI001627,M0096,2025-04-29,19,Gym Floor,76,Tuesday,2025-04,Evening
CI001628,M0096,2025-04-14,6,Cardio,64,Monday,2025-04,Early Morning
CI001629,M0096,2025-04-21,20,Pilates,38,Monday,2025-04,Night
CI001630,M0096,2025-03-01,21,HIIT,47,Saturday,2025-03,Night
CI001631,M0096,2025-03-14,7,Strength Training,28,Friday,2025-03,Early Morning
CI001632,M0096,2025-08-09,8,Cardio,58,Saturday,2025-08,Early Morning
CI001633,M0096,2025-03-21,20,HIIT,48,Friday,2025-03,Night
CI001634,M0096,2025-08-01,9,Gym Floor,59,Friday,2025-08,Early Morning
CI001635,M0096,2025-05-15,19,Gym Floor,53,Thursday,2025-05,Evening
CI001636,M0096,2025-03-27,7,Yoga,53,Thursday,2025-03,Early Morning
CI001637,M0096,2025-07-28,17,Gym Floor,35,Monday,2025-07,Evening
CI001638,M0096,2025-07-10,21,HIIT,27,Thursday,2025-07,Night
CI001639,M0096,2025-04-03,19,Pilates,20,Thursday,2025-04,Evening
CI001640,M0096,2025-06-05,17,Spin,74,Thursday,2025-06,Evening
CI001641,M0096,2025-06-01,18,HIIT,54,Sunday,2025-06,Evening
CI001642,M0096,2025-08-27,17,Spin,75,Wednesday,2025-08,Evening
CI001643,M0096,2025-03-27,18,Pilates,54,Thursday,2025-03,Evening
CI001644,M0096,2025-08-28,18,Gym Floor,35,Thursday,2025-08,Evening
CI001645,M0096,2025-03-19,18,Gym Floor,79,Wednesday,2025-03,Evening
CI001646,M0096,2025-08-02,18,Gym Floor,71,Saturday,2025-08,Evening
CI001647,M0096,2025-08-13,21,Gym Floor,56,Wednesday,2025-08,Night
CI001648,M0096,2025-04-14,12,Gym Floor,36,Monday,2025-04,Morning
CI001649,M0096,2025-06-05,11,HIIT,43,Thursday,2025-06,Morning
CI001650,M0096,2025-05-05,16,Gym Floor,50,Monday,2025-05,Afternoon
CI001651,M0096,2025-06-15,17,Zumba,90,Sunday,2025-06,Evening
CI001652,M0096,2025-03-18,6,Yoga,43,Tuesday,2025-03,Early Morning
CI001653,M0096,2025-06-15,6,Pilates,50,Sunday,2025-06,Early Morning
CI001654,M0097,2025-08-23,7,Zumba,60,Saturday,2025-08,Early Morning
CI001655,M0097,2025-05-01,9,Gym Floor,73,Thursday,2025-05,Early Morning
CI001656,M0097,2025-07-30,18,Gym Floor,73,Wednesday,2025-07,Evening
CI001657,M0098,2025-05-03,8,Yoga,52,Saturday,2025-05,Early Morning
CI001658,M0098,2025-04-13,18,HIIT,30,Sunday,2025-04,Evening
CI001659,M0098,2025-07-03,11,Pilates,71,Thursday,2025-07,Morning
CI001660,M0098,2025-06-01,21,Strength Training,32,Sunday,2025-06,Night
CI001661,M0098,2025-05-30,6,Cardio,47,Friday,2025-05,Early Morning
CI001662,M0098,2025-08-27,8,CrossFit,82,Wednesday,2025-08,Early Morning
CI001663,M0098,2025-08-06,18,CrossFit,89,Wednesday,2025-08,Evening
CI001664,M0098,2025-06-20,18,Gym Floor,27,Friday,2025-06,Evening
CI001665,M0098,2025-08-12,7,Pilates,80,Tuesday,2025-08,Early Morning
CI001666,M0098,2025-06-14,21,Gym Floor,51,Saturday,2025-06,Night
CI001667,M0098,2025-06-02,7,Gym Floor,51,Monday,2025-06,Early Morning
CI001668,M0098,2025-07-31,7,Gym Floor,57,Thursday,2025-07,Early Morning
CI001669,M0098,2025-07-23,19,Gym Floor,65,Wednesday,2025-07,Evening
CI001670,M0098,2025-04-01,20,Gym Floor,49,Tuesday,2025-04,Night
CI001671,M0098,2025-05-21,7,Cardio,42,Wednesday,2025-05,Early Morning
CI001672,M0098,2025-05-28,19,Pilates,70,Wednesday,2025-05,Evening
CI001673,M0098,2025-04-01,20,Gym Floor,55,Tuesday,2025-04,Night
CI001674,M0098,2025-03-30,18,Yoga,51,Sunday,2025-03,Evening
CI001675,M0098,2025-06-09,16,Zumba,89,Monday,2025-06,Afternoon
CI001676,M0098,2025-08-27,16,Spin,36,Wednesday,2025-08,Afternoon
CI001677,M0099,2025-07-13,7,Gym Floor,91,Sunday,2025-07,Early Morning
CI001678,M0099,2025-05-24,10,Yoga,40,Saturday,2025-05,Morning
CI001679,M0099,2025-04-24,18,Spin,41,Thursday,2025-04,Evening
CI001680,M0099,2025-03-24,18,Spin,61,Monday,2025-03,Evening
CI001681,M0099,2025-08-19,11,Gym Floor,49,Tuesday,2025-08,Morning
CI001682,M0099,2025-04-15,20,Gym Floor,51,Tuesday,2025-04,Night
CI001683,M0099,2025-07-02,19,Gym Floor,56,Wednesday,2025-07,Evening
CI001684,M0099,2025-04-03,18,Gym Floor,44,Thursday,2025-04,Evening
CI001685,M0100,2025-07-10,7,Gym Floor,20,Thursday,2025-07,Early Morning
CI001686,M0100,2025-08-22,16,Strength Training,45,Friday,2025-08,Afternoon
CI001687,M0100,2025-08-07,6,Pilates,78,Thursday,2025-08,Early Morning
CI001688,M0100,2025-05-29,11,Pilates,44,Thursday,2025-05,Morning
CI001689,M0100,2025-03-26,7,Yoga,70,Wednesday,2025-03,Early Morning
CI001690,M0100,2025-07-26,19,Spin,39,Saturday,2025-07,Evening
CI001691,M0100,2025-03-14,17,Gym Floor,56,Friday,2025-03,Evening
CI001692,M0100,2025-08-09,19,HIIT,50,Saturday,2025-08,Evening
CI001693,M0100,2025-04-21,18,Cardio,37,Monday,2025-04,Evening
CI001694,M0100,2025-05-27,17,CrossFit,43,Tuesday,2025-05,Evening
CI001695,M0100,2025-08-24,12,HIIT,37,Sunday,2025-08,Morning
CI001696,M0100,2025-07-10,19,HIIT,26,Thursday,2025-07,Evening
CI001697,M0100,2025-05-08,18,Gym Floor,38,Thursday,2025-05,Evening
CI001698,M0100,2025-03-20,17,Spin,62,Thursday,2025-03,Evening
CI001699,M0100,2025-08-03,20,Gym Floor,49,Sunday,2025-08,Night
CI001700,M0100,2025-07-11,18,Gym Floor,54,Friday,2025-07,Evening
CI001701,M0100,2025-03-13,11,Pilates,48,Thursday,2025-03,Morning
CI001702,M0100,2025-03-30,6,Cardio,68,Sunday,2025-03,Early Morning
CI001703,M0100,2025-08-14,18,Gym Floor,81,Thursday,2025-08,Evening
CI001704,M0100,2025-05-16,20,Zumba,57,Friday,2025-05,Night
CI001705,M0100,2025-08-01,19,Strength Training,43,Friday,2025-08,Evening
CI001706,M0100,2025-08-20,7,CrossFit,40,Wednesday,2025-08,Early Morning
CI001707,M0100,2025-05-21,18,Gym Floor,56,Wednesday,2025-05,Evening
